parent_asin,title,average_rating,rating_number,features,description,store,price,images
B0941YDPSW,"Garnier Whole Blends Softening Shampoo Bar for Fine to Normal Hair, Oat Delicacy, 2 Oz, 1 Count (Packaging May Vary)",4.3,1123,"Softening, for fine to normal hair, that gently hydrates as it cleanses and lathers like a liquid shampoo with zero plastic packaging|Lasts up to 40 washes|Formulated with 94% plant based ingredients and 97% biodegradable|Paraben Free, formulated without Preservatives, Silicones, Soap, and Dyes|Leaping Bunny certified and Cruetly Free","Raise the bar on shampoo! Introducing a bar full of care for your hair that cleanses and lathers like a liquid shampoo, with zero plastic packaging. The nourishing and foamy formulas soften, protect, and revitalize hair, delivering shiny and healthy-looking strands that are cleansed with no harsh effect. Formulated with 94% plant-based ingredients, the shampoo bars are blended without silicones, preservatives, soap and dye. Bonus: Each easy-to-use bar lasts up to 40 washes. The fast-rinsing formulas are 97% biodegradable and dermatologist-tested for safety. To use, wet hair and the solid shampoo to make it foam, hold the bar and lather from roots to tips, massage scalp and rinse. Follow with your favorite Garnier Whole Blends shampoo or conditioner for added nourishment. New Whole Blends Shampoo Bars are available in four blends for your hair needs, packaged in 100% recyclable and Forest Stewardship Council certified cardboard boxes: Whole Blends Restoring Honey Treasures Shampoo Bar for dry and damaged hair, Whole Blends Hydrating Coco & Aloe Vera Shampoo Bar *Sulfate Free* for normal hair, Whole Blends Softening Oat Delicacy Shampoo Bar for fine to normal hair, Whole Blends Strengthening Ginger Recovery Shampoo Bar for weak hair.",Garnier,7.97,https://m.media-amazon.com/images/I/411zYoikIqS.jpg|https://m.media-amazon.com/images/I/51yF6d85fpS.jpg|https://m.media-amazon.com/images/I/51yYszfOZAL.jpg|https://m.media-amazon.com/images/I/51xTnyMxxTS.jpg|https://m.media-amazon.com/images/I/51azZJUCTBL.jpg|https://m.media-amazon.com/images/I/51-fI1DYWtL.jpg|https://m.media-amazon.com/images/I/51qabRRQRlS.jpg|https://m.media-amazon.com/images/I/31Q+rrEi+6S.jpg|https://m.media-amazon.com/images/I/41lFhIY0pWS.jpg|https://m.media-amazon.com/images/I/41P6nhIjASS.jpg|https://m.media-amazon.com/images/I/41lB6GWKEeL.jpg
B08Q3F3L7S,"Microfiber Hair Towels - 5 Towel Set – 5 Beautiful Colors - Great for all Hair Types - Size (10 x 26 inches) Lightweight, Absorbent, and Ultra Soft. Colors Rose, Pink, Gray, Blue, and Lilac.",4.6,27,,,AViBNiUM,,https://m.media-amazon.com/images/I/41E1q4+8YHL.jpg|https://m.media-amazon.com/images/I/416alENzhQL.jpg|https://m.media-amazon.com/images/I/41fxzF7BDIL.jpg|https://m.media-amazon.com/images/I/4188T89vjbL.jpg|https://m.media-amazon.com/images/I/41cC9ZMgn1L.jpg|https://m.media-amazon.com/images/I/41qh0OZteXL.jpg|https://m.media-amazon.com/images/I/41JdJ9nwAjL.jpg
B09HMXY36F,"Peripera Ink Mood Matte Lipstick, Lightweight, Matte, Smooth, Hydrating, Lasting Color Payoff (02 Pink Go Up)",4.4,242,"[SOFT SOUFFLE-LIKE TEXTURE] Inspired by the feeling of biting into a rich souffle cake, our new Ink Mood Matte Lipstick made with Pongsil-souffle complex fills in between the lips to provide a fluffy and soft application.|[SMOOTH AND MATTE FINISH] Peripera's new Ink Mood Matte Lipstick glides on smoothly while providing a soft and matte finish. With one swipe, you'll get long-lasting natural, blurred and full lips!|[8 MOODY SHADES] Peripera Ink Mood Matte Lipstick comes in 8 moody shades that deliver a natural color pay-off for any time and occasion. Apply for bold full lips or a dreamy, gradient look.|[LASTING NATURAL COLOR PAYOFF ] Reapplication isn’t necessary thanks to its beautiful pigmentation and comfortable adhering formula that lasts all-day.|[COMFORTABLE AND HYDRATING FORMULA] Formulated with Pongsil Souffle Complex, Agave Leaf Extract, and Sacha Inchi Oil, Ink Mood Matte Lipstick nourishes and moisturizes dry and rough lips for a luxuriously soft and silky application. No more worrying about flaky creased lips.",,Peripera,9.9,https://m.media-amazon.com/images/I/216k3FEZCBL.jpg|https://m.media-amazon.com/images/I/216kqAO66jL.jpg|https://m.media-amazon.com/images/I/31OnSPNl8kL.jpg|https://m.media-amazon.com/images/I/41PIaqMGkWL.jpg|https://m.media-amazon.com/images/I/41Z14pPvqOL.jpg|https://m.media-amazon.com/images/I/41YJ674bxNL.jpg
B07HVRP37G,"Rose Quartz Roller with Derma Roller 0.25mm, Facial Kit with Microneedle and Pink Jade Rollers",4.6,144,"MODERN TOOLS FOR SKINCARE - Take your skincare routine to the next level with this facial kit consisting of jade roller and derma roller|WHAT IS INCLUDED - One rose quartz roller and one microneedle derma roller for face, two storage cases, instructions|WHAT THIS KIT DOES – Facial massage with the jade roller and microneedling treatment with the facial derma roller for a smoother and younger looking appearance and a vibrant skin tone|EASY FOR HOME USE – Facial massage with the stone roller and derma rolling procedure are simple to perform at home.|ATTENTION TO QUALITY – Genuine rose quarts and ultra-smooth stone used for the jade roller. The derma roller was designed with impeccable attention to detail.",,LOLYSENTA,19.95,https://m.media-amazon.com/images/I/41sL8hsOoeL.jpg|https://m.media-amazon.com/images/I/51UxRJfwdPL.jpg|https://m.media-amazon.com/images/I/41c4MZF91tL.jpg|https://m.media-amazon.com/images/I/414FDqIFcbL.jpg|https://m.media-amazon.com/images/I/41-q94+RIXL.jpg|https://m.media-amazon.com/images/I/51H6aGW41OL.jpg
B0888CX245,"STYLEAGAL Portable Electric Nail Drill, Manicure Pedicure Drill Kit Professional nail starter kit for beginners acrylic with drill（2020 Upgraded）",4.2,162,,,styleagal,,https://m.media-amazon.com/images/I/41b7JTjzo8L.jpg|https://m.media-amazon.com/images/I/51ZKvhCrZ3L.jpg|https://m.media-amazon.com/images/I/51kGCZbnMJL.jpg|https://m.media-amazon.com/images/I/51IYayp-8KL.jpg|https://m.media-amazon.com/images/I/51aY2LhMWfL.jpg|https://m.media-amazon.com/images/I/519IpR7hiBL.jpg|https://m.media-amazon.com/images/I/51IxKGXsMBL.jpg|https://m.media-amazon.com/images/I/41vy2PSPdWL.jpg|https://m.media-amazon.com/images/I/51nbdUsdm9L.jpg
B087ZQK2G8,"Maya Mari Hydrating Argan Oil Shampoo – Rich in Nutrients, Restores Moisture & Shine, 32 oz",4.3,41,,,MAYA MARI,,https://m.media-amazon.com/images/I/41e7Fvmb1qL.jpg|https://m.media-amazon.com/images/I/51DtRaX+suL.jpg|https://m.media-amazon.com/images/I/51We7P6LHxL.jpg|https://m.media-amazon.com/images/I/51We8PY9H-L.jpg|https://m.media-amazon.com/images/I/41HYue2m+8L.jpg|https://m.media-amazon.com/images/I/51wlLLIEySL.jpg|https://m.media-amazon.com/images/I/51EJxI4XzHL.jpg|https://m.media-amazon.com/images/I/31nvK8-NDhL.jpg
B09C5NQSC5,"Cuckoo Face Makeup Oil-Absorbing Volcanic Face Roller,Jade Roller Set Facial Beauty Tools,Face Roller Skin Massager for Face",3.5,25,"Jade Roller: The jade roller can improve skin circulation, soothes your skin, reducing puffiness, wrinkling and fine lines to smooth your skin. It can also help you regain the smooth and the youthful skin you’ve lost to time.|Oil-absorbing Facial Roller: Real volcanic stone brings incredibly efficiency for blotting oily skin. Use it on a clean or finished face—it won’t mess up your makeup. It has super fine pores has an excellent absorption power. Relax facial muscles, that are suitable for all skin types.|Easy to Use: Built-in special ball design, rolling is silkier and easier, gently or wherever the skin is shiny, rolling the face rollers. The oil on the face will disappear.|Easy To Clean: To clean, twist the roller’s ring to unlock, and pull out the stone or jade. Wash with a gentle cleanser, then put it on a special mat to dry before locking it back in or put it in a spare box. This oil-absorbing facial roller can be used repeatedly, which is more environmentally friendly and does not waste.|Packing Include: Oil-Absorbing Volcanic Face Roller*1; Jade roller*1. Light weight and mini size make it easy to carry, you don’t have to go rooting around your purse for blotting papers anymore.","Cuckoo Face Makeup Oil-Absorbing Volcanic Face Roller& Jade Roller|Why choose Cuckoo?|Cuckoo has one pc of Oil-Absorbing Volcanic Face Roller and one pc of Jade roller.  The oil-absorbing volcanic face roller can help you absorb excess grease and keep your skin fresh and shiny at all times.  The jade roller can improve skin circulation, soothes your skin, reducing puffiness, wrinkling and fine lines to smooth your skin.|Advantage Of Oil-Absorbing Volcanic Face Roller|Prefect Oil Absorption Effect|Like oil-absorbing paper, but better. Roll through your face with volcanic stone balls to instantly absorb excess grease and keep your skin fresh and shiny at all times.|Reusable Use|Unlike blotting papers for oily skin that are used once and thrown out, this oil-absorbing roller is easy to clean make it reusable.|Special Design|Built-in special ball design, rolling is silkier and easier, gently or wherever the skin is shiny, rolling the face rollers. The oil on the face will disappear.|Easy To Carry|You don’t have to go rooting around your purse for blotting papers anymore.|Advantage Of Jade Roller|Natural Rose Quartz Jade|Natural approach to caring the skin, no dyes, sulfates, parabens or other chemicals. It is made of 100% natural Brazilian rose quartz jade stone.|No Crack& Scratch|Use superb sanding technology to polish the surface of the jade many times. It is super fine and smooth so that don't scratch your skin.|Lifts and tighten skin& Improve the blood circulation& Smooth and reduce wrinkles& Reduces dark circles and puffiness",Cuckoo,23.99,https://m.media-amazon.com/images/I/31PV5nTmucL.jpg|https://m.media-amazon.com/images/I/4149u5Ja-FL.jpg|https://m.media-amazon.com/images/I/41T+uTZa0cL.jpg|https://m.media-amazon.com/images/I/31fEjbKZrYL.jpg|https://m.media-amazon.com/images/I/41a1-pqmT4L.jpg|https://m.media-amazon.com/images/I/41TJLXwnvnL.jpg|https://m.media-amazon.com/images/I/41nrrigsxJL.jpg|https://m.media-amazon.com/images/I/41EWe-Pcw8L.jpg
B085RQKWNF,"lorelo 4 Pieces Nail Dotting Pen, Dual-ended Nail Dotting Pen Liner Brush Nail Art Point Drill Drawing Tools Set Nail Art DIY Decoration Tool",3.7,41,,,lorelo,,https://m.media-amazon.com/images/I/31Sbf4SXseL.jpg|https://m.media-amazon.com/images/I/41hhQ2RanaL.jpg|https://m.media-amazon.com/images/I/41+kMFWdyeL.jpg|https://m.media-amazon.com/images/I/41CMHXpLRRL.jpg|https://m.media-amazon.com/images/I/41wcHF77UpL.jpg|https://m.media-amazon.com/images/I/41X-qlBLfvL.jpg|https://m.media-amazon.com/images/I/41biICqgm0L.jpg
B08N6CLJ6P,"Aesfee Makeup Mirror Vanity Mirror with Lights, 1x/2x/3x Magnification LED Lighted Trifold Cosmetic Mirrors, 3 Color Lighting Modes Touch Control Dimmable Countertop Illuminated Mirrors - White",3.5,70,,,Aesfee,,https://m.media-amazon.com/images/I/31A9unpp2JL.jpg|https://m.media-amazon.com/images/I/41K9XwRDsoL.jpg|https://m.media-amazon.com/images/I/41Bk13aw9ZL.jpg|https://m.media-amazon.com/images/I/41S1Wv9pbIL.jpg|https://m.media-amazon.com/images/I/41L+ajGx24L.jpg|https://m.media-amazon.com/images/I/41sj-nIU-mL.jpg|https://m.media-amazon.com/images/I/413ZjJuE9RL.jpg|https://m.media-amazon.com/images/I/31zoxHEGLLL.jpg
B08NC4378M,Plant Therapy Natural Acetone Free Nail Polish Remover 6 fl oz One Touch Dispensing Bottle with Flip Top Cap Tropical Flower Scent,4.2,362,,,Plant Therapy,,https://m.media-amazon.com/images/I/31f+dQyi45L.jpg|https://m.media-amazon.com/images/I/41uVWxVUKfL.jpg|https://m.media-amazon.com/images/I/413iPO3HNzL.jpg|https://m.media-amazon.com/images/I/41qEnhsubtL.jpg|https://m.media-amazon.com/images/I/41QUKaK7a2L.jpg|https://m.media-amazon.com/images/I/31gdA6dbw0L.jpg
B08DKFV9SR,Jumbo Braiding Hair Extensions 24 Inch 6 Packs Ombre Synthetic Hair Crochet Braids Kanekalon Long Jumbo Braids For Box Braid Twist Crochet Hair (Black/Dark Brown/Light Brown),3.9,14,,,Belle Show,,https://m.media-amazon.com/images/I/51ShI4ZmBpL.jpg|https://m.media-amazon.com/images/I/51VVFBAoULL.jpg|https://m.media-amazon.com/images/I/51oBrwKgoGL.jpg|https://m.media-amazon.com/images/I/41WtoQ7np-L.jpg|https://m.media-amazon.com/images/I/51hHw761oVL.jpg|https://m.media-amazon.com/images/I/41qFL3t8WFL.jpg|https://m.media-amazon.com/images/I/61UnpyyGGNL.jpg
B07PCGSFGQ,Balance White Mud Balancing Mask by Au Natural Skinfood | Rotorua Exfoliating Mask with 16+ Manuka Honey | Certified | Food For Your Skin | All Skin Types | Made in New Zealand | 1.7 oz,3.6,24,,,AÚ NATURAL SKINFOOD,,https://m.media-amazon.com/images/I/4194QMPoGxL.jpg|https://m.media-amazon.com/images/I/412YoaKU55L.jpg|https://m.media-amazon.com/images/I/51m9TNixmzL.jpg|https://m.media-amazon.com/images/I/31iNseHe9hL.jpg|https://m.media-amazon.com/images/I/51GCL1ZFAiL.jpg|https://m.media-amazon.com/images/I/4140FOqs8wL.jpg|https://m.media-amazon.com/images/I/51nqbJlH9+L.jpg|https://m.media-amazon.com/images/I/41V6I-BsdhL.jpg|https://m.media-amazon.com/images/I/51gZmyKa3cL.jpg
B089R7S73D,"Bath Bombs, SAZEN Bath Bomb with Natural & Organic Essential Oils, Shea Coconut Butter for Skin Moisturize, Bubble Spa Bath, Birthday Mothers Day Christmas Handmade Gift Set for Women Kids Her Him",4.4,226,,,SAZEN,,https://m.media-amazon.com/images/I/51Ua6JMeR-L.jpg|https://m.media-amazon.com/images/I/51CpubDLl1L.jpg|https://m.media-amazon.com/images/I/41JJMIkgDkL.jpg|https://m.media-amazon.com/images/I/41eJGnQEf7L.jpg|https://m.media-amazon.com/images/I/51pHAXuLxBL.jpg|https://m.media-amazon.com/images/I/51tuiRUNwnL.jpg|https://m.media-amazon.com/images/I/61S437xyW-L.jpg
B0863FZFPV,NOBLE Wigs for White Women Purple Lace Wigs for Black Women 27 Inch Long Curly Wavy Colored Wigs Middle Part Heat Resistant Synthetic Ombre Purple Wavy Wigs for Daily Party Cosplay Use,3.8,31,,,NOBLE,,https://m.media-amazon.com/images/I/51VFD7zjAVL.jpg|https://m.media-amazon.com/images/I/51M4gMW4GVL.jpg|https://m.media-amazon.com/images/I/51eOCjopRxL.jpg|https://m.media-amazon.com/images/I/51m+aOvvEGL.jpg|https://m.media-amazon.com/images/I/61wqklGC0+L.jpg|https://m.media-amazon.com/images/I/51pn3ln5VBL.jpg|https://m.media-amazon.com/images/I/51iNov4ipLL.jpg
B086GST51S,"3D Mink Eyelashes Natural Long Lashes 2 in 1 Self-adhesive Eyeliner Instead of Adhesive 5 Different Styles Pairs Kits Sets with Tweezers , NO NEED GLUE",3.9,64,,,PURELEOR,,https://m.media-amazon.com/images/I/41BenRSUIuL.jpg|https://m.media-amazon.com/images/I/41gsAknPL7L.jpg|https://m.media-amazon.com/images/I/41d-pgWyPqL.jpg|https://m.media-amazon.com/images/I/51UxHqJ+9JL.jpg|https://m.media-amazon.com/images/I/51gt6E-8DoL.jpg|https://m.media-amazon.com/images/I/51hyTSTlANL.jpg
B09L33VJCL,allez outdoor | Biodegradable Cleansing Cloths | Natural Plant-Based Face and Body Wipes | PH Balanced | Cactus Bloom and Chaparral Scent | 20ct Individually Wrapped Towelettes,4.5,137,"EXTRA LARGE WIPES – Able to cleanse and refresh your entire body grime-free, plus individually wrapped to allow for ultimate packability while maximizing freshness of each wipe|FOR ALL SKIN TYPES - PH balanced and infused with Vitamins C & E, and Aloe|MADE IN THE USA - Globally sourced components, vegan, cruelty-free and simple plant-based ingredients inspired by desert landscapes|EARTH FRIENDLY – Biodegradable and durable, made from 100% recycled material and a minimum of 35% post-consumer. Are also FSC certified and come from responsibly sourced paper|FREE OF - Synthetic Fragrance, Alcohol-Free, Parabens, Sulfates, SLS, SLES, Formaldehyde Donors, Phthalates",,Allez,22.0,https://m.media-amazon.com/images/I/41jj3Qi8FnL.jpg|https://m.media-amazon.com/images/I/41-Is2P2XLL.jpg|https://m.media-amazon.com/images/I/51gCDgRUqAL.jpg|https://m.media-amazon.com/images/I/31yHoUJ+t6L.jpg|https://m.media-amazon.com/images/I/41LAPmeYPBL.jpg|https://m.media-amazon.com/images/I/51UHgn0HMML.jpg|https://m.media-amazon.com/images/I/51upd2mD6eL.jpg|https://m.media-amazon.com/images/I/41F6tXqSiOL.jpg
B085MCMZLX,"EMMOR Long Ombre Brown Wig for Women - 23 Inch Natural Synthetic Straight Hair Middle Part With Air Bang Wigs Dark Root, Party Cosplay Daily Use",4.0,58,,,EMMOR,,https://m.media-amazon.com/images/I/51G-++t+PJL.jpg|https://m.media-amazon.com/images/I/41WlSa2GDGL.jpg|https://m.media-amazon.com/images/I/51xcobiIMAL.jpg|https://m.media-amazon.com/images/I/41Qr3nO5K2L.jpg|https://m.media-amazon.com/images/I/51obVjOuJ9L.jpg|https://m.media-amazon.com/images/I/51QMQ8RdKCL.jpg
B08343FS9P,"36 Pack 2oz Clear Plastic Empty Bottles Travel Containers with Flip Cap for Hand Sanitizer, Cosmetic, Shampoo, Lotion, Liquid Body Soap, Cream, Toner, BPA-free",4.5,83,,,JIUZHU,,https://m.media-amazon.com/images/I/41I9EVgbIfL.jpg|https://m.media-amazon.com/images/I/41pwUPagUAL.jpg|https://m.media-amazon.com/images/I/51f7NlrP8uL.jpg|https://m.media-amazon.com/images/I/51MJUOhYm2L.jpg|https://m.media-amazon.com/images/I/61b5j-kT7YL.jpg|https://m.media-amazon.com/images/I/51A5fCz4naL.jpg|https://m.media-amazon.com/images/I/4132KJwrONL.jpg
B08BXVJMRY,AMAJULIE Non Slip Flexible Silicon Wigs Fix Strong Hold Comfort Silicone Lace Wig Grip Transparent Headband Hair Band Adjustable for Lace Wigs (Light Brown),3.5,58,,,AMAJULIE,,https://m.media-amazon.com/images/I/51eDcuWu4iL.jpg|https://m.media-amazon.com/images/I/41X2MzqTc9L.jpg|https://m.media-amazon.com/images/I/5153TthNXGL.jpg|https://m.media-amazon.com/images/I/51+BODBhJvL.jpg|https://m.media-amazon.com/images/I/41A3PIYs7+L.jpg|https://m.media-amazon.com/images/I/51-Yb7Xu+wL.jpg|https://m.media-amazon.com/images/I/31H0-ANR8IL.jpg
B08N5NDVGH,"ForPro Expert Therapy Massage Lotion, Fragrance-Free, Relax Sore Muscles & Repair Dry Skin, Lightweight, Non-Greasy Formula, Paraben & Sulfate-Free, 1 Gallon (128 Ounces)",4.5,28,"Massage Therapy Lotion: professional massage Lotion hydrates without leaving a greasy feel to optimize any massage, repairs dry skin, Relieves sore muscles, and increases blood circulation throughout the brows.|Body massage Lotion: quick absorption provides lasting performance, drag and superior workability. Suitable for all massage types, including Swedish, deep tissue, and sports.|Expert formulation: Arnica extract and aloe Soothe sore muscles; shea butter and olive Oil provide maximum glide; cocoa butter, Vitamin E, sweet almond and Avocado oil penetrate deeply into the skin to provide deep moisturization.|Unscented Massage Lotion: residue-free, paraben-free, sulfate-free, and fragrance-free. 100% vegan massage Lotion.","ForPro Expert Therapy Massage Lotion is specifically made using an expert formulation that contains arnica extract and aloe for soothing sore muscles; shea butter and olive oil for providing maximum glide; cocoa butter, vitamin E, sweet almond and avocado oil for deep penetrating moisturization. Massage lotion hydrates without leaving a greasy feel to optimize any massage, repairs dry skin, relieves sore muscles, and increases blood circulation throughout the body. Quick absorption provides lasting performance and drag and superior workability. Suitable for all massage types, including Swedish, Deep Tissue, and Sports. Residue-free, paraben-free, sulfate-free, and fragrance-free. 100% vegan.",ForPro Professional Collection,,https://m.media-amazon.com/images/I/31Wd8CWtKzL.jpg|https://m.media-amazon.com/images/I/310peI9Ra+L.jpg|https://m.media-amazon.com/images/I/41iysCU2AtL.jpg
